id,time_id,site_id,project_id,account_id,variance,budgeted_cost,actual_cost,created_at,created_by,date,day,day_name,month,year,site_name,region,latitude,longitude,project_name,project_manager,status,start_date,end_date,account_name,account_type,budget_category,cost
509,98,6,37,25,Over,133339,209838,2022-04-01,user_17,20220409,9,Saturday,4,2022,Site 6,South,-31,78,Project 37,Manager 6,Active,2022-09-21,2023-05-02,Account 25,CAPEX,Software,38353
490,7,6,37,25,Over,63025,173706,2022-08-19,user_87,20220108,8,Saturday,1,2022,Site 6,South,-31,78,Project 37,Manager 6,Active,2022-09-21,2023-05-02,Account 25,CAPEX,Software,38353
948,38,16,19,25,On Budget,179820,42557,2023-08-02,user_94,20220208,8,Tuesday,2,2022,Site 16,East,70,136,Project 19,Manager 5,Completed,2022-03-22,2023-08-21,Account 25,CAPEX,Software,38353
817,36,18,21,25,Under,180931,34841,2022-10-07,user_20,20220206,6,Sunday,2,2022,Site 18,North,-79,158,Project 21,Manager 3,On Hold,2022-02-24,2023-06-02,Account 25,CAPEX,Software,38353
196,18,3,46,25,Under,14695,80924,2022-07-26,user_6,20220119,19,Wednesday,1,2022,Site 3,North,83,99,Project 46,Manager 8,Active,2022-08-05,2023-04-04,Account 25,CAPEX,Software,38353
210,72,4,17,25,Under,189559,120987,2022-08-08,user_79,20220314,14,Monday,3,2022,Site 4,North,61,36,Project 17,Manager 5,On Hold,2022-01-06,2023-02-28,Account 25,CAPEX,Software,38353
306,84,11,17,25,Under,194676,172216,2023-05-18,user_59,20220326,26,Saturday,3,2022,Site 11,South,-35,-8,Project 17,Manager 5,On Hold,2022-01-06,2023-02-28,Account 25,CAPEX,Software,38353
899,13,20,25,25,Over,9097,131655,2022-03-24,user_1,20220114,14,Friday,1,2022,Site 20,South,-65,14,Project 25,Manager 1,Active,2022-07-05,2023-06-07,Account 25,CAPEX,Software,38353
159,81,16,30,25,On Budget,156904,121677,2023-11-29,user_73,20220323,23,Wednesday,3,2022,Site 16,East,70,136,Project 30,Manager 10,Completed,2022-04-19,2023-10-04,Account 25,CAPEX,Software,38353
176,21,6,45,25,On Budget,48395,193053,2023-03-25,user_6,20220122,22,Saturday,1,2022,Site 6,South,-31,78,Project 45,Manager 4,Active,2022-04-08,2023-10-02,Account 25,CAPEX,Software,38353
1131,46,4,4,25,On Budget,37702,121633,2022-11-02,user_74,20220216,16,Wednesday,2,2022,Site 4,North,61,36,Project 4,Manager 4,Active,2022-08-25,2023-07-14,Account 25,CAPEX,Software,38353
671,84,18,12,25,Under,98089,89220,2023-11-21,user_66,20220326,26,Saturday,3,2022,Site 18,North,-79,158,Project 12,Manager 10,Completed,2022-07-05,2023-04-23,Account 25,CAPEX,Software,38353
784,21,5,12,25,On Budget,18450,113990,2022-11-12,user_40,20220122,22,Saturday,1,2022,Site 5,North,-83,-133,Project 12,Manager 10,Completed,2022-07-05,2023-04-23,Account 25,CAPEX,Software,38353
850,94,17,49,25,Under,126880,139515,2022-03-22,user_67,20220405,5,Tuesday,4,2022,Site 17,East,57,-82,Project 49,Manager 9,Active,2022-02-17,2023-05-02,Account 25,CAPEX,Software,38353
76,74,2,49,25,Over,128338,140043,2023-10-30,user_57,20220316,16,Wednesday,3,2022,Site 2,South,-33,-109,Project 49,Manager 9,Active,2022-02-17,2023-05-02,Account 25,CAPEX,Software,38353
711,47,15,1,25,On Budget,137633,103363,2022-07-09,user_3,20220217,17,Thursday,2,2022,Site 15,North,6,-140,Project 1,Manager 5,Completed,2022-07-06,2023-03-25,Account 25,CAPEX,Software,38353
634,40,19,23,25,On Budget,109367,196880,2022-05-22,user_85,20220210,10,Thursday,2,2022,Site 19,South,-16,-140,Project 23,Manager 6,Active,2022-10-04,2023-09-29,Account 25,CAPEX,Software,38353
7,86,4,23,25,On Budget,111529,166702,2022-06-08,user_31,20220328,28,Monday,3,2022,Site 4,North,61,36,Project 23,Manager 6,Active,2022-10-04,2023-09-29,Account 25,CAPEX,Software,38353
441,61,17,23,25,On Budget,66017,45844,2022-04-13,user_32,20220303,3,Thursday,3,2022,Site 17,East,57,-82,Project 23,Manager 6,Active,2022-10-04,2023-09-29,Account 25,CAPEX,Software,38353
882,56,13,47,25,Over,146591,63204,2022-01-04,user_50,20220226,26,Saturday,2,2022,Site 13,North,1,-4,Project 47,Manager 5,Completed,2022-05-08,2023-02-08,Account 25,CAPEX,Software,38353
224,11,2,42,25,On Budget,74377,174689,2022-08-04,user_99,20220112,12,Wednesday,1,2022,Site 2,South,-33,-109,Project 42,Manager 6,Completed,2022-07-30,2023-08-28,Account 25,CAPEX,Software,38353
696,19,2,18,25,Under,23713,146394,2023-04-27,user_24,20220120,20,Thursday,1,2022,Site 2,South,-33,-109,Project 18,Manager 9,Completed,2022-06-24,2023-02-27,Account 25,CAPEX,Software,38353
39,44,13,18,25,Under,71131,25471,2023-04-27,user_3,20220214,14,Monday,2,2022,Site 13,North,1,-4,Project 18,Manager 9,Completed,2022-06-24,2023-02-27,Account 25,CAPEX,Software,38353
1001,70,18,2,25,Over,117828,35230,2023-01-28,user_58,20220312,12,Saturday,3,2022,Site 18,North,-79,158,Project 2,Manager 6,Completed,2022-04-18,2023-05-17,Account 25,CAPEX,Software,38353
1008,95,19,2,25,On Budget,94458,103765,2022-04-10,user_55,20220406,6,Wednesday,4,2022,Site 19,South,-16,-140,Project 2,Manager 6,Completed,2022-04-18,2023-05-17,Account 25,CAPEX,Software,38353
678,71,2,2,25,Under,142358,204539,2022-03-27,user_14,20220313,13,Sunday,3,2022,Site 2,South,-33,-109,Project 2,Manager 6,Completed,2022-04-18,2023-05-17,Account 25,CAPEX,Software,38353
194,14,19,48,25,Under,39972,15622,2022-12-27,user_70,20220115,15,Saturday,1,2022,Site 19,South,-16,-140,Project 48,Manager 8,On Hold,2022-02-20,2023-01-26,Account 25,CAPEX,Software,38353
105,2,19,44,25,On Budget,17856,162965,2023-05-24,user_37,20220103,3,Monday,1,2022,Site 19,South,-16,-140,Project 44,Manager 7,On Hold,2022-06-23,2023-02-25,Account 25,CAPEX,Software,38353
274,28,8,44,25,On Budget,26461,141758,2023-04-03,user_68,20220129,29,Saturday,1,2022,Site 8,West,-34,49,Project 44,Manager 7,On Hold,2022-06-23,2023-02-25,Account 25,CAPEX,Software,38353
659,45,13,44,25,Over,124851,35553,2023-06-15,user_59,20220215,15,Tuesday,2,2022,Site 13,North,1,-4,Project 44,Manager 7,On Hold,2022-06-23,2023-02-25,Account 25,CAPEX,Software,38353
550,92,11,7,25,Under,17189,170000,2023-11-20,user_76,20220403,3,Sunday,4,2022,Site 11,South,-35,-8,Project 7,Manager 6,Completed,2022-05-18,2023-02-03,Account 25,CAPEX,Software,38353
1032,31,20,8,25,Under,91320,157177,2023-02-04,user_96,20220201,1,Tuesday,2,2022,Site 20,South,-65,14,Project 8,Manager 4,On Hold,2022-06-11,2023-04-19,Account 25,CAPEX,Software,38353
80,33,11,8,25,Under,139898,4301,2023-11-05,user_70,20220203,3,Thursday,2,2022,Site 11,South,-35,-8,Project 8,Manager 4,On Hold,2022-06-11,2023-04-19,Account 25,CAPEX,Software,38353
139,72,12,8,25,Under,155496,63286,2023-03-16,user_72,20220314,14,Monday,3,2022,Site 12,North,-67,14,Project 8,Manager 4,On Hold,2022-06-11,2023-04-19,Account 25,CAPEX,Software,38353
367,69,10,11,25,Under,153281,198646,2023-05-23,user_71,20220311,11,Friday,3,2022,Site 10,West,-3,-38,Project 11,Manager 9,Completed,2022-10-27,2023-08-08,Account 25,CAPEX,Software,38353
666,54,16,9,29,On Budget,140530,143980,2022-11-20,user_63,20220224,24,Thursday,2,2022,Site 16,East,70,136,Project 9,Manager 8,Completed,2022-08-23,2023-03-15,Account 29,OPEX,Hardware,14577
1105,85,15,9,29,Under,194528,190485,2023-02-04,user_54,20220327,27,Sunday,3,2022,Site 15,North,6,-140,Project 9,Manager 8,Completed,2022-08-23,2023-03-15,Account 29,OPEX,Hardware,14577
1060,86,12,9,29,On Budget,15780,156171,2022-07-03,user_34,20220328,28,Monday,3,2022,Site 12,North,-67,14,Project 9,Manager 8,Completed,2022-08-23,2023-03-15,Account 29,OPEX,Hardware,14577
560,96,18,19,29,Under,8347,141030,2022-04-20,user_4,20220407,7,Thursday,4,2022,Site 18,North,-79,158,Project 19,Manager 5,Completed,2022-03-22,2023-08-21,Account 29,OPEX,Hardware,14577
74,11,20,3,29,Under,197553,88494,2023-09-11,user_33,20220112,12,Wednesday,1,2022,Site 20,South,-65,14,Project 3,Manager 2,On Hold,2022-03-29,2023-10-01,Account 29,OPEX,Hardware,14577
548,48,4,3,29,Over,134085,40817,2023-02-24,user_14,20220218,18,Friday,2,2022,Site 4,North,61,36,Project 3,Manager 2,On Hold,2022-03-29,2023-10-01,Account 29,OPEX,Hardware,14577
501,39,6,43,29,On Budget,52483,81013,2022-04-10,user_61,20220209,9,Wednesday,2,2022,Site 6,South,-31,78,Project 43,Manager 1,On Hold,2022-02-20,2023-02-01,Account 29,OPEX,Hardware,14577
381,73,16,22,29,On Budget,17690,16043,2022-04-12,user_81,20220315,15,Tuesday,3,2022,Site 16,East,70,136,Project 22,Manager 9,On Hold,2022-04-12,2023-03-20,Account 29,OPEX,Hardware,14577
515,88,5,22,29,Under,99175,200638,2022-07-12,user_22,20220330,30,Wednesday,3,2022,Site 5,North,-83,-133,Project 22,Manager 9,On Hold,2022-04-12,2023-03-20,Account 29,OPEX,Hardware,14577
493,40,9,28,29,Under,96412,124323,2022-09-16,user_28,20220210,10,Thursday,2,2022,Site 9,East,-89,-99,Project 28,Manager 9,Active,2022-03-07,2023-09-01,Account 29,OPEX,Hardware,14577
1136,12,2,28,29,Over,129846,60304,2023-04-02,user_10,20220113,13,Thursday,1,2022,Site 2,South,-33,-109,Project 28,Manager 9,Active,2022-03-07,2023-09-01,Account 29,OPEX,Hardware,14577
254,87,18,25,29,Under,95474,206654,2022-05-30,user_38,20220329,29,Tuesday,3,2022,Site 18,North,-79,158,Project 25,Manager 1,Active,2022-07-05,2023-06-07,Account 29,OPEX,Hardware,14577
14,66,4,25,29,On Budget,54828,70773,2022-02-15,user_91,20220308,8,Tuesday,3,2022,Site 4,North,61,36,Project 25,Manager 1,Active,2022-07-05,2023-06-07,Account 29,OPEX,Hardware,14577
821,17,1,31,29,On Budget,18226,31768,2023-01-28,user_7,20220118,18,Tuesday,1,2022,Site 1,North,-84,-40,Project 31,Manager 4,On Hold,2022-06-09,2023-07-24,Account 29,OPEX,Hardware,14577
101,33,1,30,29,Under,182631,147287,2022-06-11,user_10,20220203,3,Thursday,2,2022,Site 1,North,-84,-40,Project 30,Manager 10,Completed,2022-04-19,2023-10-04,Account 29,OPEX,Hardware,14577
772,89,11,30,29,Over,117081,110133,2022-02-12,user_78,20220331,31,Thursday,3,2022,Site 11,South,-35,-8,Project 30,Manager 10,Completed,2022-04-19,2023-10-04,Account 29,OPEX,Hardware,14577
421,67,14,45,29,Under,125182,200057,2022-03-28,user_75,20220309,9,Wednesday,3,2022,Site 14,East,-79,55,Project 45,Manager 4,Active,2022-04-08,2023-10-02,Account 29,OPEX,Hardware,14577
1020,59,18,12,29,Over,169585,188374,2023-06-13,user_24,20220301,1,Tuesday,3,2022,Site 18,North,-79,158,Project 12,Manager 10,Completed,2022-07-05,2023-04-23,Account 29,OPEX,Hardware,14577
873,83,19,12,29,Over,187361,52303,2022-09-17,user_38,20220325,25,Friday,3,2022,Site 19,South,-16,-140,Project 12,Manager 10,Completed,2022-07-05,2023-04-23,Account 29,OPEX,Hardware,14577
114,61,1,40,29,On Budget,90984,163929,2022-08-15,user_83,20220303,3,Thursday,3,2022,Site 1,North,-84,-40,Project 40,Manager 8,Active,2022-08-31,2023-07-28,Account 29,OPEX,Hardware,14577
990,55,7,5,29,Under,183030,100322,2022-07-03,user_2,20220225,25,Friday,2,2022,Site 7,North,53,-79,Project 5,Manager 5,On Hold,2022-10-13,2023-04-23,Account 29,OPEX,Hardware,14577
223,22,20,47,29,On Budget,93504,151749,2022-02-12,user_4,20220123,23,Sunday,1,2022,Site 20,South,-65,14,Project 47,Manager 5,Completed,2022-05-08,2023-02-08,Account 29,OPEX,Hardware,14577
407,96,9,47,29,Over,12695,91821,2023-03-16,user_35,20220407,7,Thursday,4,2022,Site 9,East,-89,-99,Project 47,Manager 5,Completed,2022-05-08,2023-02-08,Account 29,OPEX,Hardware,14577
417,64,7,47,29,On Budget,69258,43470,2022-01-07,user_53,20220306,6,Sunday,3,2022,Site 7,North,53,-79,Project 47,Manager 5,Completed,2022-05-08,2023-02-08,Account 29,OPEX,Hardware,14577
919,56,19,15,29,On Budget,44051,154392,2022-01-06,user_54,20220226,26,Saturday,2,2022,Site 19,South,-16,-140,Project 15,Manager 7,On Hold,2022-02-02,2023-07-17,Account 29,OPEX,Hardware,14577
774,69,17,42,29,On Budget,15095,140485,2022-04-22,user_58,20220311,11,Friday,3,2022,Site 17,East,57,-82,Project 42,Manager 6,Completed,2022-07-30,2023-08-28,Account 29,OPEX,Hardware,14577
52,34,11,18,29,On Budget,188811,76422,2023-07-24,user_2,20220204,4,Friday,2,2022,Site 11,South,-35,-8,Project 18,Manager 9,Completed,2022-06-24,2023-02-27,Account 29,OPEX,Hardware,14577
675,83,13,18,29,Under,100201,200056,2023-08-25,user_67,20220325,25,Friday,3,2022,Site 13,North,1,-4,Project 18,Manager 9,Completed,2022-06-24,2023-02-27,Account 29,OPEX,Hardware,14577
433,57,5,6,29,Under,37119,15192,2023-04-18,user_7,20220227,27,Sunday,2,2022,Site 5,North,-83,-133,Project 6,Manager 6,Active,2022-04-28,2023-01-17,Account 29,OPEX,Hardware,14577
935,12,3,26,29,Over,80595,24171,2022-04-22,user_22,20220113,13,Thursday,1,2022,Site 3,North,83,99,Project 26,Manager 4,Active,2022-05-04,2023-10-18,Account 29,OPEX,Hardware,14577
182,21,9,29,29,On Budget,43626,118680,2022-04-04,user_29,20220122,22,Saturday,1,2022,Site 9,East,-89,-99,Project 29,Manager 9,Active,2022-05-16,2023-09-28,Account 29,OPEX,Hardware,14577
589,19,10,44,29,On Budget,174853,101813,2022-01-12,user_71,20220120,20,Thursday,1,2022,Site 10,West,-3,-38,Project 44,Manager 7,On Hold,2022-06-23,2023-02-25,Account 29,OPEX,Hardware,14577
282,83,14,24,29,Under,122581,102958,2023-01-20,user_11,20220325,25,Friday,3,2022,Site 14,East,-79,55,Project 24,Manager 1,On Hold,2022-06-15,2023-09-08,Account 29,OPEX,Hardware,14577
264,70,17,32,29,Over,137176,126688,2022-10-07,user_25,20220312,12,Saturday,3,2022,Site 17,East,57,-82,Project 32,Manager 6,Completed,2022-09-22,2023-08-20,Account 29,OPEX,Hardware,14577
816,74,10,41,29,Over,89116,56574,2022-07-17,user_37,20220316,16,Wednesday,3,2022,Site 10,West,-3,-38,Project 41,Manager 4,Active,2022-02-19,2023-08-09,Account 29,OPEX,Hardware,14577
554,78,11,33,29,Under,114750,163644,2022-09-12,user_36,20220320,20,Sunday,3,2022,Site 11,South,-35,-8,Project 33,Manager 2,Active,2022-04-26,2023-02-02,Account 29,OPEX,Hardware,14577
374,74,9,33,29,On Budget,29962,39543,2023-02-26,user_8,20220316,16,Wednesday,3,2022,Site 9,East,-89,-99,Project 33,Manager 2,Active,2022-04-26,2023-02-02,Account 29,OPEX,Hardware,14577
576,45,15,16,29,On Budget,165878,166825,2022-09-07,user_6,20220215,15,Tuesday,2,2022,Site 15,North,6,-140,Project 16,Manager 7,On Hold,2022-08-28,2023-09-28,Account 29,OPEX,Hardware,14577
1096,3,4,11,29,Over,198667,188181,2023-04-01,user_63,20220104,4,Tuesday,1,2022,Site 4,North,61,36,Project 11,Manager 9,Completed,2022-10-27,2023-08-08,Account 29,OPEX,Hardware,14577
691,9,6,9,10,Over,171957,123365,2023-09-25,user_58,20220110,10,Monday,1,2022,Site 6,South,-31,78,Project 9,Manager 8,Completed,2022-08-23,2023-03-15,Account 10,CAPEX,Infrastructure,67562
852,88,18,38,10,On Budget,18834,94058,2023-07-02,user_100,20220330,30,Wednesday,3,2022,Site 18,North,-79,158,Project 38,Manager 5,On Hold,2022-09-06,2023-04-20,Account 10,CAPEX,Infrastructure,67562
102,57,12,38,10,On Budget,116230,184961,2022-09-14,user_59,20220227,27,Sunday,2,2022,Site 12,North,-67,14,Project 38,Manager 5,On Hold,2022-09-06,2023-04-20,Account 10,CAPEX,Infrastructure,67562
19,23,20,37,10,Under,148638,4106,2022-11-08,user_37,20220124,24,Monday,1,2022,Site 20,South,-65,14,Project 37,Manager 6,Active,2022-09-21,2023-05-02,Account 10,CAPEX,Infrastructure,67562
976,44,6,46,10,Over,36089,62289,2022-05-12,user_89,20220214,14,Monday,2,2022,Site 6,South,-31,78,Project 46,Manager 8,Active,2022-08-05,2023-04-04,Account 10,CAPEX,Infrastructure,67562
926,43,17,3,10,Under,75723,186990,2023-09-20,user_70,20220213,13,Sunday,2,2022,Site 17,East,57,-82,Project 3,Manager 2,On Hold,2022-03-29,2023-10-01,Account 10,CAPEX,Infrastructure,67562
185,19,5,3,10,Under,187471,40383,2023-04-26,user_58,20220120,20,Thursday,1,2022,Site 5,North,-83,-133,Project 3,Manager 2,On Hold,2022-03-29,2023-10-01,Account 10,CAPEX,Infrastructure,67562
923,3,16,43,10,Over,189367,124398,2023-08-08,user_96,20220104,4,Tuesday,1,2022,Site 16,East,70,136,Project 43,Manager 1,On Hold,2022-02-20,2023-02-01,Account 10,CAPEX,Infrastructure,67562
148,63,17,43,10,Over,62807,107615,2023-09-06,user_8,20220305,5,Saturday,3,2022,Site 17,East,57,-82,Project 43,Manager 1,On Hold,2022-02-20,2023-02-01,Account 10,CAPEX,Infrastructure,67562
962,1,5,17,10,On Budget,171870,127873,2022-05-08,user_84,20220102,2,Sunday,1,2022,Site 5,North,-83,-133,Project 17,Manager 5,On Hold,2022-01-06,2023-02-28,Account 10,CAPEX,Infrastructure,67562
269,58,9,22,10,On Budget,194499,154176,2022-01-12,user_34,20220228,28,Monday,2,2022,Site 9,East,-89,-99,Project 22,Manager 9,On Hold,2022-04-12,2023-03-20,Account 10,CAPEX,Infrastructure,67562
69,58,20,31,10,Over,65680,79524,2022-10-17,user_90,20220228,28,Monday,2,2022,Site 20,South,-65,14,Project 31,Manager 4,On Hold,2022-06-09,2023-07-24,Account 10,CAPEX,Infrastructure,67562
527,83,8,30,10,Under,126707,17128,2022-04-13,user_23,20220325,25,Friday,3,2022,Site 8,West,-34,49,Project 30,Manager 10,Completed,2022-04-19,2023-10-04,Account 10,CAPEX,Infrastructure,67562
115,9,15,45,10,On Budget,112032,34585,2022-05-24,user_6,20220110,10,Monday,1,2022,Site 15,North,6,-140,Project 45,Manager 4,Active,2022-04-08,2023-10-02,Account 10,CAPEX,Infrastructure,67562
1016,37,9,4,10,On Budget,110389,63214,2023-10-02,user_96,20220207,7,Monday,2,2022,Site 9,East,-89,-99,Project 4,Manager 4,Active,2022-08-25,2023-07-14,Account 10,CAPEX,Infrastructure,67562
968,54,12,4,10,Under,143834,171495,2022-03-20,user_66,20220224,24,Thursday,2,2022,Site 12,North,-67,14,Project 4,Manager 4,Active,2022-08-25,2023-07-14,Account 10,CAPEX,Infrastructure,67562
736,2,13,4,10,On Budget,15795,87706,2023-07-07,user_73,20220103,3,Monday,1,2022,Site 13,North,1,-4,Project 4,Manager 4,Active,2022-08-25,2023-07-14,Account 10,CAPEX,Infrastructure,67562
834,13,15,12,10,Under,23247,160830,2022-04-22,user_88,20220114,14,Friday,1,2022,Site 15,North,6,-140,Project 12,Manager 10,Completed,2022-07-05,2023-04-23,Account 10,CAPEX,Infrastructure,67562
60,30,12,12,10,Over,190602,144020,2022-05-10,user_36,20220131,31,Monday,1,2022,Site 12,North,-67,14,Project 12,Manager 10,Completed,2022-07-05,2023-04-23,Account 10,CAPEX,Infrastructure,67562
260,84,7,49,10,Under,79819,173318,2022-03-02,user_99,20220326,26,Saturday,3,2022,Site 7,North,53,-79,Project 49,Manager 9,Active,2022-02-17,2023-05-02,Account 10,CAPEX,Infrastructure,67562
291,67,8,27,10,Under,20979,149940,2023-08-29,user_95,20220309,9,Wednesday,3,2022,Site 8,West,-34,49,Project 27,Manager 2,Active,2022-09-06,2023-02-05,Account 10,CAPEX,Infrastructure,67562
794,55,18,5,10,Under,40270,35987,2022-10-09,user_43,20220225,25,Friday,2,2022,Site 18,North,-79,158,Project 5,Manager 5,On Hold,2022-10-13,2023-04-23,Account 10,CAPEX,Infrastructure,67562
594,83,18,5,10,On Budget,22658,69716,2022-04-11,user_26,20220325,25,Friday,3,2022,Site 18,North,-79,158,Project 5,Manager 5,On Hold,2022-10-13,2023-04-23,Account 10,CAPEX,Infrastructure,67562
820,32,6,5,10,On Budget,93798,145709,2023-03-31,user_7,20220202,2,Wednesday,2,2022,Site 6,South,-31,78,Project 5,Manager 5,On Hold,2022-10-13,2023-04-23,Account 10,CAPEX,Infrastructure,67562
1029,11,11,39,10,Over,111694,99272,2023-11-19,user_85,20220112,12,Wednesday,1,2022,Site 11,South,-35,-8,Project 39,Manager 9,Active,2022-10-20,2023-10-23,Account 10,CAPEX,Infrastructure,67562
383,26,5,42,10,Over,76832,28468,2023-11-02,user_47,20220127,27,Thursday,1,2022,Site 5,North,-83,-133,Project 42,Manager 6,Completed,2022-07-30,2023-08-28,Account 10,CAPEX,Infrastructure,67562
426,46,7,29,10,Under,74470,35434,2022-04-03,user_21,20220216,16,Wednesday,2,2022,Site 7,North,53,-79,Project 29,Manager 9,Active,2022-05-16,2023-09-28,Account 10,CAPEX,Infrastructure,67562
1142,20,4,24,10,Under,84497,81065,2023-05-13,user_4,20220121,21,Friday,1,2022,Site 4,North,61,36,Project 24,Manager 1,On Hold,2022-06-15,2023-09-08,Account 10,CAPEX,Infrastructure,67562
144,44,6,24,10,On Budget,90035,207642,2023-08-05,user_77,20220214,14,Monday,2,2022,Site 6,South,-31,78,Project 24,Manager 1,On Hold,2022-06-15,2023-09-08,Account 10,CAPEX,Infrastructure,67562
793,5,3,50,10,Under,101618,103336,2022-03-11,user_98,20220106,6,Thursday,1,2022,Site 3,North,83,99,Project 50,Manager 3,Completed,2022-09-06,2023-09-04,Account 10,CAPEX,Infrastructure,67562
745,84,1,50,10,Over,96676,165538,2023-03-29,user_80,20220326,26,Saturday,3,2022,Site 1,North,-84,-40,Project 50,Manager 3,Completed,2022-09-06,2023-09-04,Account 10,CAPEX,Infrastructure,67562
301,71,11,50,10,Under,127224,143893,2023-10-27,user_46,20220313,13,Sunday,3,2022,Site 11,South,-35,-8,Project 50,Manager 3,Completed,2022-09-06,2023-09-04,Account 10,CAPEX,Infrastructure,67562
252,29,10,50,10,On Budget,59336,184942,2023-05-16,user_41,20220130,30,Sunday,1,2022,Site 10,West,-3,-38,Project 50,Manager 3,Completed,2022-09-06,2023-09-04,Account 10,CAPEX,Infrastructure,67562
693,3,6,7,10,Under,37778,191484,2023-03-25,user_94,20220104,4,Tuesday,1,2022,Site 6,South,-31,78,Project 7,Manager 6,Completed,2022-05-18,2023-02-03,Account 10,CAPEX,Infrastructure,67562
61,6,2,36,10,On Budget,38103,171213,2023-05-18,user_14,20220107,7,Friday,1,2022,Site 2,South,-33,-109,Project 36,Manager 1,Active,2022-02-04,2023-01-17,Account 10,CAPEX,Infrastructure,67562
161,61,15,41,10,Under,160037,18725,2022-12-27,user_65,20220303,3,Thursday,3,2022,Site 15,North,6,-140,Project 41,Manager 4,Active,2022-02-19,2023-08-09,Account 10,CAPEX,Infrastructure,67562
810,39,7,34,10,Over,34420,102098,2022-02-08,user_100,20220209,9,Wednesday,2,2022,Site 7,North,53,-79,Project 34,Manager 6,Active,2022-10-11,2023-04-28,Account 10,CAPEX,Infrastructure,67562
17,93,10,33,10,On Budget,112057,89506,2023-02-17,user_90,20220404,4,Monday,4,2022,Site 10,West,-3,-38,Project 33,Manager 2,Active,2022-04-26,2023-02-02,Account 10,CAPEX,Infrastructure,67562
423,56,5,16,10,Under,87577,107010,2022-12-01,user_41,20220226,26,Saturday,2,2022,Site 5,North,-83,-133,Project 16,Manager 7,On Hold,2022-08-28,2023-09-28,Account 10,CAPEX,Infrastructure,67562
1139,19,17,9,16,On Budget,124986,37917,2023-06-10,user_68,20220120,20,Thursday,1,2022,Site 17,East,57,-82,Project 9,Manager 8,Completed,2022-08-23,2023-03-15,Account 16,OPEX,Hardware,77503
245,30,2,38,16,Over,142424,168895,2023-09-27,user_100,20220131,31,Monday,1,2022,Site 2,South,-33,-109,Project 38,Manager 5,On Hold,2022-09-06,2023-04-20,Account 16,OPEX,Hardware,77503
1005,88,18,37,16,Under,152391,44975,2023-06-03,user_8,20220330,30,Wednesday,3,2022,Site 18,North,-79,158,Project 37,Manager 6,Active,2022-09-21,2023-05-02,Account 16,OPEX,Hardware,77503
62,2,19,19,16,Under,120466,93314,2022-07-08,user_7,20220103,3,Monday,1,2022,Site 19,South,-16,-140,Project 19,Manager 5,Completed,2022-03-22,2023-08-21,Account 16,OPEX,Hardware,77503
835,77,13,21,16,On Budget,178058,20117,2022-04-03,user_28,20220319,19,Saturday,3,2022,Site 13,North,1,-4,Project 21,Manager 3,On Hold,2022-02-24,2023-06-02,Account 16,OPEX,Hardware,77503
1066,30,6,3,16,Under,47874,189063,2023-04-24,user_56,20220131,31,Monday,1,2022,Site 6,South,-31,78,Project 3,Manager 2,On Hold,2022-03-29,2023-10-01,Account 16,OPEX,Hardware,77503
1107,96,3,43,16,Over,50427,56293,2022-06-10,user_78,20220407,7,Thursday,4,2022,Site 3,North,83,99,Project 43,Manager 1,On Hold,2022-02-20,2023-02-01,Account 16,OPEX,Hardware,77503
1000,26,10,43,16,Under,137328,72593,2023-07-10,user_44,20220127,27,Thursday,1,2022,Site 10,West,-3,-38,Project 43,Manager 1,On Hold,2022-02-20,2023-02-01,Account 16,OPEX,Hardware,77503
628,55,5,17,16,Over,26972,78256,2023-09-05,user_70,20220225,25,Friday,2,2022,Site 5,North,-83,-133,Project 17,Manager 5,On Hold,2022-01-06,2023-02-28,Account 16,OPEX,Hardware,77503
961,39,19,20,16,On Budget,198948,125491,2022-08-18,user_4,20220209,9,Wednesday,2,2022,Site 19,South,-16,-140,Project 20,Manager 1,On Hold,2022-05-15,2023-09-14,Account 16,OPEX,Hardware,77503
863,52,16,20,16,On Budget,144597,65252,2023-01-24,user_88,20220222,22,Tuesday,2,2022,Site 16,East,70,136,Project 20,Manager 1,On Hold,2022-05-15,2023-09-14,Account 16,OPEX,Hardware,77503
1014,87,7,22,16,On Budget,179951,93008,2022-06-20,user_79,20220329,29,Tuesday,3,2022,Site 7,North,53,-79,Project 22,Manager 9,On Hold,2022-04-12,2023-03-20,Account 16,OPEX,Hardware,77503
1140,16,7,30,16,Over,46114,150545,2023-01-14,user_16,20220117,17,Monday,1,2022,Site 7,North,53,-79,Project 30,Manager 10,Completed,2022-04-19,2023-10-04,Account 16,OPEX,Hardware,77503
409,66,12,4,16,On Budget,48746,100387,2022-06-11,user_33,20220308,8,Tuesday,3,2022,Site 12,North,-67,14,Project 4,Manager 4,Active,2022-08-25,2023-07-14,Account 16,OPEX,Hardware,77503
624,78,4,12,16,On Budget,162237,14233,2023-06-29,user_65,20220320,20,Sunday,3,2022,Site 4,North,61,36,Project 12,Manager 10,Completed,2022-07-05,2023-04-23,Account 16,OPEX,Hardware,77503
733,42,16,12,16,On Budget,189247,155055,2022-04-08,user_77,20220212,12,Saturday,2,2022,Site 16,East,70,136,Project 12,Manager 10,Completed,2022-07-05,2023-04-23,Account 16,OPEX,Hardware,77503
251,89,9,40,16,Over,69623,77139,2023-07-26,user_39,20220331,31,Thursday,3,2022,Site 9,East,-89,-99,Project 40,Manager 8,Active,2022-08-31,2023-07-28,Account 16,OPEX,Hardware,77503
